# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Beite.co
# Property: Privacy Trust
# ----------------------------------------
# 
# All Users
# Start date: 20220413
# End date: 20260510
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
"/data:text/javascript;base64,Y29uc3QgbGF6eWxvYWRSdW5PYnNlcnZlcj0oKT0+e2NvbnN0IGxhenlsb2FkQmFja2dyb3VuZHM9ZG9jdW1lbnQucXVlcnlTZWxlY3RvckFsbChgLmUtY29uLmUtcGFyZW50Om5vdCguZS1sYXp5bG9hZGVkKWApO2NvbnN0IGxhenlsb2FkQmFja2dyb3VuZE9ic2VydmVyPW5ldyBJbnRlcnNlY3Rpb25PYnNlcnZlcigoZW50cmllcyk9PntlbnRyaWVzLmZvckVhY2goKGVudHJ5KT0+e2lmKGVudHJ5LmlzSW50ZXJzZWN0aW5nKXtsZXQgbGF6eWxvYWRCYWNrZ3JvdW5kPWVudHJ5LnRhcmdldDtpZihsYXp5bG9hZEJhY2tncm91bmQpe2xhenlsb2FkQmFja2dyb3VuZC5jbGFzc0xpc3QuYWRkKCdlLWxhenlsb2FkZWQnKX0KbGF6eWxvYWRCYWNrZ3JvdW5kT2JzZXJ2ZXIudW5vYnNlcnZlKGVudHJ5LnRhcmdldCl9fSl9LHtyb290TWFyZ2luOicyMDBweCAwcHggMjAwcHggMHB4J30pO2xhenlsb2FkQmFja2dyb3VuZHMuZm9yRWFjaCgobGF6eWxvYWRCYWNrZ3JvdW5kKT0+e2xhenlsb2FkQmFja2dyb3VuZE9ic2VydmVyLm9ic2VydmUobGF6eWxvYWRCYWNrZ3JvdW5kKX0pfTtjb25zdCBldmVudHM9WydET01Db250ZW50TG9hZGVkJywnZWxlbWVudG9yL2xhenlsb2FkL29ic2VydmUnLF07ZXZlbnRzLmZvckVhY2goKGV2ZW50KT0+e2RvY3VtZW50LmFkZEV2ZW50TGlzdGVuZXIoZXZlbnQsbGF6eWxvYWRSdW5PYnNlcnZlcil9KQ==",7,7,1,0.7142857142857143,37,0,0
/education-checklist-landing-page/,7,3,2.3333333333333335,22.333333333333332,22,0,0
/singapores-health-information-bill-singapore-mandate/,7,4,1.75,14,27,0,0
/solution/datasecuity/,7,5,1.4,2,22,0,0
/the-importance-of-mobile-security-solutions-in-the-digital-age/,7,5,1.4,1.6,24,0,0
/5-essential-steps-to-strengthen-privacy-and-data-protection-in-your-organization/,6,6,1,9,25,0,0
/category/privacy/data-breaches/,6,5,1.2,1.6,18,0,0
/data-protection-for-business-why-it-matters-and-how-to-implement-it/,6,5,1.2,4.4,16,0,0
"/data:text/javascript;base64,dmFyIHN0YXJ0ZXJfdGVtcGxhdGVzX3ppcF9wcmV2aWV3PXsiQXN0Q29sb3JQYWxldHRlVmFyUHJlZml4IjoiLS1hc3QtZ2xvYmFsLWNvbG9yLSIsIkFzdEVsZUNvbG9yUGFsZXR0ZVZhclByZWZpeCI6WyJhc3QtZ2xvYmFsLWNvbG9yLTAiLCJhc3QtZ2xvYmFsLWNvbG9yLTEiLCJhc3QtZ2xvYmFsLWNvbG9yLTIiLCJhc3QtZ2xvYmFsLWNvbG9yLTMiLCJhc3QtZ2xvYmFsLWNvbG9yLTQiLCJhc3QtZ2xvYmFsLWNvbG9yLTUiLCJhc3QtZ2xvYmFsLWNvbG9yLTYiLCJhc3QtZ2xvYmFsLWNvbG9yLTciLCJhc3QtZ2xvYmFsLWNvbG9yLTgiXX0=",6,6,1,1.8333333333333333,33,0,0
/elementor-landing-page-20810/,6,1,6,371,26,0,0
/solution/insider-threat-protection/,6,1,6,17,20,0,0
/MCST-Assessment/,5,4,1.25,1.25,19,0,0
/blog/why-data-protection-and-cybersecurity-should-be-integrated/,5,5,1,3.8,17,0,0
/category/cybersecurity/cybersecurity-trends-innovations/,5,4,1.25,1.75,19,0,0
/category/cybersecurity/technology-solutions/,5,5,1,9.4,14,0,0
/cyber-and-data-security-guidelines-for-healthcare-providers/,5,4,1.25,8,21,0,0
/five-essential-measures-healthcare-providers-should-adopt-to-comply-with-hib/,5,3,1.6666666666666667,3.6666666666666665,19,0,0
/key-provisions-of-the-health-information-bill/,5,4,1.25,20.25,20,0,0
/landing/,5,2,2.5,23.5,20,0,0
/mcst-pdpa-assessment-review/,5,1,5,40,18,0,0
/solution/mobile-security-threat-defense/,5,3,1.6666666666666667,14,16,0,0
/understanding-singapores-healthcare-data-landscape-nehr-and-the-health-information-bill-hib/,5,2,2.5,29,16,0,0
/wp-admin/true,5,1,5,66,17,0,0
/about-us,4,4,1,6.25,16,0,0
/alliance-ecosystem-partners/,4,2,2,59.5,14,0,0
"/blog/five-essential-measures-healthcare-providers-should-adopt-to-comply-with-hib/data:text/javascript;base64,Lyh0cmlkZW50fG1zaWUpL2kudGVzdChuYXZpZ2F0b3IudXNlckFnZW50KSYmZG9jdW1lbnQuZ2V0RWxlbWVudEJ5SWQmJndpbmRvdy5hZGRFdmVudExpc3RlbmVyJiZ3aW5kb3cuYWRkRXZlbnRMaXN0ZW5lcigiaGFzaGNoYW5nZSIsZnVuY3Rpb24oKXt2YXIgdCxlPWxvY2F0aW9uLmhhc2guc3Vic3RyaW5nKDEpOy9eW0EtejAtOV8tXSskLy50ZXN0KGUpJiYodD1kb2N1bWVudC5nZXRFbGVtZW50QnlJZChlKSkmJigvXig/OmF8c2VsZWN0fGlucHV0fGJ1dHRvbnx0ZXh0YXJlYSkkL2kudGVzdCh0LnRhZ05hbWUpfHwodC50YWJJbmRleD0tMSksdC5mb2N1cygpKX0sITEp",4,4,1,0,20,0,0
/category/privacy/page/2/,4,1,4,8,12,0,0
/category/privacy/page/3/,4,2,2,16.5,11,0,0
/category/privacy/privacy-regulations-compliance/page/2/,4,4,1,0,15,0,0
"/data:text/javascript;base64,ZnVuY3Rpb24gb3BlbmNpdHkoZXZ0LGNpdHlOYW1lMil7dmFyIGkyLHRhYmNvbnRlbnQyLHRhYmxpbmtzMjt0YWJjb250ZW50Mj1kb2N1bWVudC5nZXRFbGVtZW50c0J5Q2xhc3NOYW1lKCJ0YWJjb250ZW50MiIpO2ZvcihpPTA7aTx0YWJjb250ZW50Mi5sZW5ndGg7aSsrKXt0YWJjb250ZW50MltpXS5zdHlsZS5kaXNwbGF5PSJub25lIn0KdGFibGlua3MyPWRvY3VtZW50LmdldEVsZW1lbnRzQnlDbGFzc05hbWUoInRhYmxpbmtzMiIpO2ZvcihpPTA7aTx0YWJsaW5rczIubGVuZ3RoO2krKyl7dGFibGlua3MyW2ldLmNsYXNzTmFtZT10YWJsaW5rczJbaV0uY2xhc3NOYW1lLnJlcGxhY2UoIiBhY3RpdmUiLCIiKX0KZG9jdW1lbnQuZ2V0RWxlbWVudEJ5SWQoY2l0eU5hbWUyKS5zdHlsZS5kaXNwbGF5PSJibG9jayI7ZXZ0LmN1cnJlbnRUYXJnZXQuY2xhc3NOYW1lKz0iIGFjdGl2ZSJ9CmRvY3VtZW50LmdldEVsZW1lbnRCeUlkKCJkZWZhdWx0T3BlbjIiKS5jbGljaygp",4,4,1,2.75,21,0,0
"/data:text/javascript;base64,d3AuaTE4bi5zZXRMb2NhbGVEYXRhKHsndGV4dCBkaXJlY3Rpb25cdTAwMDRsdHInOlsnbHRyJ119KQ==",4,4,1,0.25,21,0,0
